"","Title","Action","Name","Start.Date","Score","File"
"469","Linking Carbon Strategy &amp; Financial Performance","ES0907","Bettina Furrer",2007-07-01,0.2181115454,"projekt-detail_1363"
"470","Neue LEK Strategie im Kanton Zrich","TU1002","Priska Müller Wahl",2007-07-01,0.155247503,"projekt-detail_1364"
"471","NFP 58 Religionskommunikation","IS1301","Vinzenz Wyss",2007-07-01,0.1084909408,"projekt-detail_1365"
"472","NFP 59 Grne Bio-Technologie","IS0906","Michael Schanne",2007-07-01,0.1417078432,"projekt-detail_1366"
"473","Ratings Funds of Hedge Funds","IS0902","Peter Meier",2007-07-01,0.1148462454,"projekt-detail_1367"
"474","EJTA Survey","TU0804","Vinzenz Wyss",2007-06-30,0.1468296471,"projekt-detail_1368"
"475","Selbstkontrollkonzept LM-Produktionsbetrieb fr Convenience Food","FA1001","Regina Zoller",2007-06-25,0.2447522556,"projekt-detail_1369"
"476","Alpenstrom KTI","ES1404","Jürg Rohrer",2014-03-17,0.1452592371,"projekt-detail_137"
"477","Augmented Mobile Tagging","IC1304","Hans-Peter Hutter",2007-06-01,0.1091813688,"projekt-detail_1370"
"478","ipTS Interdisziplinres Portal: Textproduktion und Schreibforschung","IS0703","Daniel Perrin",2007-06-01,0.1739491185,"projekt-detail_1371"
"479","Komma-Kanone","IS0703","Jennifer Erlemann",2007-06-01,0.1533955825,"projekt-detail_1372"
"480","Videostreaming","IS0602","Ferenc Kiss",2007-06-01,0.1242317143,"projekt-detail_1373"
"481","Nachhaltigkeitskonzept fr eine Zrcher Fachhochschule","MP1208","Georg Furger",2007-05-22,0.0950887501,"projekt-detail_1374"
"482","FM im Bauprozess - Grobanalyse Betriebskonzept und Entwicklung eines Monitoringtools","MP1208","Daniel von Felten",2007-05-21,0.1234293859,"projekt-detail_1375"
"483","Simulation Polizei- und Justizzentrum des Kanton Zrich","TU1004","Marcel Burkhard",2007-05-15,0.1210663534,"projekt-detail_1376"
"484","Natural English (NatEng)","IC1207","Maureen Ehrensberger-Dow",2007-05-09,0.1859997622,"projekt-detail_1377"
"485","Funds of Hedge Funds","BM0606","Peter Meier",2007-05-07,0.1576950502,"projekt-detail_1378"
"486","Entwicklung eines Selbsteinschtzungsinstruments fr wissenschaftliche Schreibkompetenz","IS0703","Otto Kruse",2007-05-04,0.1990608393,"projekt-detail_1379"
"487","Alpenstrom:  Winterstrom-Optimierte PV-Anlagen in den Alpen","ES1404","Jürg Rohrer",2014-03-17,0.1452592371,"projekt-detail_138"
"488","Besiedlung von Primrsukzessionsflchen im Gletschervorfeld Morteratsch (Pontresina GR) und im neuen Bergsturz Goldau (SZ) unter besonderer Bercksichtigung der Laufkfer (Carabidae)","ES0803","Jürg  Schlegel",2007-05-01,0.056273132,"projekt-detail_1380"
"489","Interkulturelle bersetzung und Vermittlung","IS1406","Thomas Redmann",2007-05-01,0.0974422809,"projekt-detail_1381"
"490","RISK - Recherchieren und Informationsmanagement fr Sprache und Kommunikation","IC1002","Hellmut Riediger",2007-05-01,0.2163153307,"projekt-detail_1382"
"491","Staudenhecken - Blickdichte Bltenpracht am laufenden Meter","FP1006","Axel Heinrich",2007-05-01,0.0806733706,"projekt-detail_1383"
"492","Kommunikations-Audit und Konzeptions-Workshop IAM: AlpTransit Gotthard AG","TU1303","Peter Stücheli-Herlach",2007-04-27,0.073252738,"projekt-detail_1384"
"493","Kommunikations- und Diensleistungsauftritt fr die Gemeinde Oberrieden","IC1302","Andreas Hauser",2007-04-19,0.0986375759,"projekt-detail_1385"
"494","Mediennutzung im Tagesablauf","IS0906","Max Mueller",2007-04-16,0.3677833945,"projekt-detail_1386"
"495","Internetauftritt fr das Paracelsus-Spital Richterswil","IC0604","Andreas Hauser",2007-04-05,0.0751448997,"projekt-detail_1387"
"496","Assessments in der Physiotherapie","TD1005","Jan Kool ",2007-04-01,0.1569874838,"projekt-detail_1388"
"497","Beratung fr baubegleitendes FM Projekt Toni-Areal 2. Phase","MP1208","Markus Hubbuch",2007-04-01,0.1102979026,"projekt-detail_1389"
"498","SpeQua - Community Energy Storage System","TU0802","Thomas Bergmann",2014-03-11,0.2116582825,"projekt-detail_139"
"499","Beurteilung der Leistungsbereitschaft im Rahmen der Begutachtung der Arbeitsfhigkeit","TD1005","Jan Kool",2007-04-01,0.1463649563,"projekt-detail_1391"
"500","Naturgefahren im Siedlungsraum","ES1006","Peter Jenni",2007-04-01,0.1385300408,"projekt-detail_1392"
"501","Respiratorisches Biofeedback Training (RBT) bei Patienten mit einer chronischen obstruktiven Lungenerkrankung (COPD)","BM1407","Arno van Gestel",2007-04-01,0.085379613,"projekt-detail_1393"
"502","Langfrist-Vorhersage im Fluggeschft","FP1304","Marcel Dettling",2007-03-05,0.1033434551,"projekt-detail_1394"
"503","Webaccessibility mit Typo3 CMS","TU1002","Alireza Davishy",2007-03-05,0.1348676853,"projekt-detail_1395"
"504","Entwicklung einer Kollagenmatrix als Ersatz des patienteneigenen Bindegewebstransplantates","BM0602","Ursula Graf-Hausner",2007-03-01,0.1294211429,"projekt-detail_1396"
"505","Projektcare","IS0605","Gerold Baudinot",2007-03-01,0.0819324315,"projekt-detail_1398"
"506","Austrittsmanagement bei ausgewhlten Krankenhuser in der Schweiz","BM1106","Beate Sick",2007-02-01,0.1148724993,"projekt-detail_1399"
"507","Advanced Electronic Personal Dosemeter","CM0702","Patrik Eschle",2014-03-01,0.1014094768,"projekt-detail_140"
"508","EU-Binnenmarktkompass fr Schweizer KMU","IS0602","Armin Jans",2007-02-01,0.1913956953,"projekt-detail_1400"
"509","EU-Fibel fr kleine Unternehmen","IS0605","Armin Jans",2007-02-01,0.0564546281,"projekt-detail_1401"
"510","NFP 54_Soziodemographischer Wandel in Schweizer Stdten SDWISS","TU1204","Theresia Weiss Sampietro",2007-02-01,0.3588937502,"projekt-detail_1403"
"511","Zrcher KMU Tagung 2007","FA0806","Gian Gartmann",2007-01-18,0.0509073663,"projekt-detail_1404"
"512","Evaluation Schulblatt Kanton  Zrich","IS0801","Iris Giovanelli",2007-01-17,0.1400958125,"projekt-detail_1405"
"513","Abwasserreinigung im Autogewerbe","TU1004","Urs Baier",2007-01-16,0.2230546207,"projekt-detail_1406"
"514","NFP 54 Sozialer Wandel und Stadtentwicklung","IS1007","Markus Kunz",2007-01-16,0.1072722633,"projekt-detail_1407"
"515","Entwicklung von Nahrungsergnzungsmitteln","FA0802","Vera Luginbühl",2007-01-10,0.1377691461,"projekt-detail_1408"
"516","Entwicklung eines neuen Aussenraumkonzepts fr das Kinderspital Zrich","FP1206","Florian Brack",2014-03-01,0.1863909,"projekt-detail_141"
"517","Alle Forschungsprojekte Departement Angewandte Psychologie","TU0702","Daniel Süss",2007-01-01,0.1655775475,"projekt-detail_1410"
"518","Bewirtschaftung von Gastronomieabfllen im Kt AG","TD1203","Urs Baier",2007-01-01,0.2535472519,"projekt-detail_1411"
"519","Biogaspotential von Schlempen der Bioethanolproduktion aus Zuckerrben","ES1405","Urs Baier",2007-01-01,0.1055957794,"projekt-detail_1412"
"520","Conflict Journalism","IS1107","Christroph Spurk",2007-01-01,0.2720546801,"projekt-detail_1413"
"521","Dolmetschen - Bestandesaufnahme und Qualittssicherung","IS1406","Gertrud Hofer",2007-01-01,0.1648420881,"projekt-detail_1414"
"522","e-Learning Grser-Seggen","TU0602","Bertil Krüsi",2007-01-01,0.0860623853,"projekt-detail_1415"
"523","Entwicklung einer Operationshilfe fr den chirurgischen Herz-Bypass-Eingriff","ES1104","Thomas Järmann",2007-01-01,0.0687342954,"projekt-detail_1416"
"524","Entwicklung GMP-gerechter Produktionstechnologien fr probiotische Escherichia coli Kulturen","IS0704","",2007-01-01,0.1397221196,"projekt-detail_1417"
"525","Entwicklung GMP-gerechter Produktionstechnologien fr probiotische Escherichia coli Kulturen","IS0704","Dieter Eibl",2007-01-01,0.1397221196,"projekt-detail_1418"
"526","Ethernet POWERLINK for Active Oberon System","IC0902","Hans Dermot Doran",2007-01-01,0.0869121492,"projekt-detail_1419"
"527","Heimplatzierungen im Kanton Zrich","IS1406","Thomas Gabriel",2014-03-01,0.1726051007,"projekt-detail_142"
"528","Forschung und Entwicklung: Analyse des Entscheidungsprozesses der Unternehmensnachfolge Entwicklung Handbuch zur Unternehmensnachfolge","IS0602","Anita Sigg",2007-01-01,0.0907726342,"projekt-detail_1420"
"529","Gendergerechte technische Fachhochschulstudiengnge","IS1409","Nadja Ramsauer",2007-01-01,0.1822281535,"projekt-detail_1421"
"530","Methodenentwicklung zur qualitativen Landschaftsbewertung fr die Machbarkeitsstudie Naturpark Beverin","TU1401","Priska Müller Wahl",2007-01-01,0.2213427032,"projekt-detail_1423"
"531","Microbial production of a human membrane protein","BM1406","",2007-01-01,0.1819753078,"projekt-detail_1424"
"532","Model based investigation of PE fuel cell performance with focus on porous layer properties","TU1004","Jürgen Schumacher",2007-01-01,0.1857273329,"projekt-detail_1425"
"533","Modelling Simulation and Loss Analysis of Dye Sensitised Solar Cells","MP1406","Jürgen Schumacher",2007-01-01,0.1510441092,"projekt-detail_1426"
"534","Monitoring des TWW-Objektes Calanda bei Chur","TU0904","Eva Frei",2007-01-01,0.1342652008,"projekt-detail_1427"
"535","Nachhaltige Bewirtschaftung von Biomasse in Costa Rica","TD1203","Urs Baier",2007-01-01,0.1776392871,"projekt-detail_1428"
"536","Neue Website fr die ZHAW","IS1205","Ursula Hasler",2007-01-01,0.0777050291,"projekt-detail_1429"
"537","Physiocasa","TD1001","Hans-Peter Hutter",2014-03-01,0.1810315457,"projekt-detail_143"
"538","ffentlichkeitsarbeit NAP-Sammlungen an der Hochschule Wdenswil","TD1210","Jürg Boos",2007-01-01,0.1432058847,"projekt-detail_1430"
"539","Personenfreizgigkeit und Wohnungsmarkt","TU0701","Silvio Graf",2007-01-01,0.1240081033,"projekt-detail_1431"
"540","PSD - Process-oriented System Development","IC1202","Hugo Fierz",2007-01-01,0.2061217724,"projekt-detail_1432"
"541","Sortenschaugarten Gemse Wdenswil","FA1306","Guido Kunz",2007-01-01,0.1118245202,"projekt-detail_1433"
"542","Sozialversicherungsrechtliche und arbeitsrechtliche Probleme Europischer Wanderarbeitnehmenden","IS1202","Kurt Pärli",2007-01-01,0.1819338773,"projekt-detail_1434"
"543","Staudensichtung","FP0901","Céline Baumngartner ",2007-01-01,0.0793491154,"projekt-detail_1435"
"544","Strategien fr eine nachhaltige Entwicklung von Einfamilienhaussiedlungen","TU0701","Max Bosshard",2006-12-21,0.1360763277,"projekt-detail_1436"
"545","Backtrainer: Entwicklung eines Feedbackgerts fr Patienten mit Rckenschmerzen","TD1005","Jan Kool",2006-12-19,0.0951536035,"projekt-detail_1437"
"546","Staatskanzlei Aargau","IS0906","Peter Stücheli-Herlach",2006-12-18,0.1107124762,"projekt-detail_1438"
"547","Gendergerechte technische Fachhochschulstudiengnge","IS1409","Theresia Weiss Sampietro",2006-12-15,0.1298415862,"projekt-detail_1439"
"548","COST - Physics of Risk","IC1408","Wolfgang Breymann",2006-12-01,0.1321946969,"projekt-detail_1441"
"549","Erhebung ausserschulische Lernorte SUB","ES0602","Sandra Wilhelm Hamiti",2006-12-01,0.0906046096,"projekt-detail_1442"
"550","poenix - Beratung QM","IS1106","Eliane Kreuzer",2006-12-01,0.1561469423,"projekt-detail_1443"
"551","Spitex Plus: Pflege von alten Menschen (80 Jahre und lter) im ambulanten Bereich","TU1204","Lorenz Imhof",2006-11-22,0.2309663998,"projekt-detail_1444"
"552","Corporate Publishing Review IAM: Kundenmagazin von Energie Wasser Bern","ES1407","Peter Stücheli-Herlach",2006-11-01,0.0715055637,"projekt-detail_1445"
"553","Das Bild des Schweizer Presserates I","IS0906","Vinzenz Wyss",2006-11-01,0.1193357899,"projekt-detail_1446"
"554","Evaluation Mitarbeitermagazin Raiffeisen I","TU0804","Iris Giovanelli",2006-11-01,0.1557219419,"projekt-detail_1447"
"555","Gurtong","IS0805","Christoph Spurk",2006-11-01,0.2824949735,"projekt-detail_1448"
"556","Kompetenzorientierte Familienarbeit KOFA","IS1406","Kitty Cassée",2006-11-01,0.2825501519,"projekt-detail_1449"
"557","Rahmenwerk zur systematischen Sichtbarmachung von strategischen taktischen und operativen Zusammenhngen von nicht-medizinischen Supportleistungen","IS0605","Nicole Gerber",2014-03-01,0.1470810952,"projekt-detail_145"
"558","Pdagogisches Konzept &quot;Kinderhaus Pilgerbrunnen&quot;","IS1406","Anna Maria Riedi",2006-11-01,0.4229863717,"projekt-detail_1450"
"559","Strategie FM Toni-Areal - 1. Phase","FP1304","Markus Hubbuch",2006-11-01,0.1068809618,"projekt-detail_1451"
"560","Simulation Logistik-Zenter LoZ der V-Zug AG","TU0903","",NA,0.1024596863,"projekt-detail_1452"
"561","&quot;Final Choice&quot; (quantitativer Teil)","IS1204","Susanne Fischer",2006-10-01,0.0964491119,"projekt-detail_1453"
"562","fp7 assistant","TD1201","Andreas König",2006-10-01,0.2455024046,"projekt-detail_1454"
"563","Liberia","IS0906","Christoph Spurk",2006-10-01,0.2637690865,"projekt-detail_1455"
"564","Qualittsmanagement im Rundfunk","TD1201","Vinzenz Wyss",2006-10-01,0.1045726822,"projekt-detail_1456"
"565","Themenwegdatenbank","TD1210","Thomas Hofstetter",2006-10-01,0.0960363733,"projekt-detail_1457"
"566","Verfahren zur Reisezeitschtzung auf Autobahnen","TU1105","Albert Steiner",2006-10-01,0.1962599941,"projekt-detail_1458"
"567","Mehrsprachige Technische Dokumentation in Schweizer Unternehmen","TD1201","Catherine Badras",2006-09-08,0.2496920164,"projekt-detail_1459"
"568","SpitalPuls 2014","IS0903","Alfred Angerer",2014-03-01,0.1621824166,"projekt-detail_146"
"569","Aller Anfang ist Begegnung","ES1309","Vinzenz Wyss",2006-09-01,0.0648421062,"projekt-detail_1460"
"570","Expertensystem Microarrays","IC1301","Beate Sick",2006-09-01,0.0856827421,"projekt-detail_1461"
"571","HECTOR: Eating out - Habits Determinants and Recommendations for Consumers and the European Catering Sector","FA1403","",2006-09-01,0.1369602619,"projekt-detail_1462"
"572","Information Retrieval und Online-Kommunikation","ES1004","Ursula Hasler Roumois",2006-09-01,0.103641671,"projekt-detail_1463"
"573","Journalistische Bewertung von Medienarbeit","TU0804","Guido Keel",2006-09-01,0.1564468817,"projekt-detail_1464"
"574","Mikroreaktor","FP1206","Roger Marti",2006-09-01,0.2539278035,"projekt-detail_1465"
"575","NOGF - Nachhaltigkeitsorientierte Gemeindefhrung","TU1204","",NA,0.1315770382,"projekt-detail_1466"
"576","Okapi","IC0802","Christoph Spurk",2006-09-01,0.1623485609,"projekt-detail_1467"
"577","Portalsuche als Kommunikationsinstrument","IC1002","Ursula Hasler Roumois",2006-09-01,0.2733667924,"projekt-detail_1468"
"578","Eval. MessInst. Psych. Ges","FP1302","Peter Rüesch",2006-08-30,0.1769757474,"projekt-detail_1469"
"579","Umweltbildung Rheinauen Rietheim","TD1103","Thomas Hofstetter",2014-03-01,0.08209632,"projekt-detail_147"
"580","&quot;Final Choice&quot; (qualitativer Teil)","IS1204","Lorenz Imhof",2006-08-25,0.0964491119,"projekt-detail_1470"
"581","DNAR","IC0602","Lorenz Imhof",2006-08-25,0.136996888,"projekt-detail_1471"
"582","ParkUS","TD0901","Olaf Hoenecke",2006-08-25,0.1573130624,"projekt-detail_1472"
"583","Akzeptanzstudie Schweizer Baublatt","IC1304","Max Mueller",2006-08-16,0.2169648076,"projekt-detail_1473"
"584","Untersuchungen zum PATT-Verfahren","FP0802","Michael Kleinert ",2006-08-07,0.0792688452,"projekt-detail_1474"
"585","Automated Software Security Testing for Online Applications","IC0901","Marc Rennhard",2006-08-01,0.2205478287,"projekt-detail_1475"
"586","biotechlab.net  Virtuelles Biotechechnologie-Labor","TU0903","Roland Gassmann",2006-08-01,0.1444900058,"projekt-detail_1476"
"587","Dolmetschen im Justizwesen","IS1303","Gertrud Hofer",2006-08-01,0.1288283297,"projekt-detail_1477"
"588","Bekmpfung von Schwimmschlamm in Klranlagen mit aluminiumhaltigen Betriebsstoffen","FA1006","Urs Baier",2006-07-01,0.1368413245,"projekt-detail_1478"
"589","Expression und Reinigung von Membranproteinen mit Schwerpunkt hERG Kanal","BM1406","Martin  Sievers",2006-07-01,0.1871283813,"projekt-detail_1479"
"590","Urban Wind Farming in der Stadt Zrich","TU1304","Anke Domschky",2014-03-01,0.4114891657,"projekt-detail_148"
"591","Security Analysis of a Wealth Management Software Product","IC1304","Marc Rennhard",2006-07-01,0.147865787,"projekt-detail_1480"
"592","kologischer Ausgleich auf dem Dach: Vegetation und bodenbrtende Vgel","TU1205","Nathalie Baumann",2006-07-01,0.0894237895,"projekt-detail_1481"
"593","Verband Schweizer Fachjournalisten","IS0703","Vinzenz Wyss",2006-07-01,0.071043305,"projekt-detail_1482"
"594","CH4 Verluste bei der Biogasaufbereitung","FA1302","Urs Baier",2006-06-30,0.2828825741,"projekt-detail_1483"
"595","Wirksamkeit elektronischer Sprachlern-Tools","IS1006","Rosmarie Ernst",2006-06-29,0.1508503478,"projekt-detail_1484"
"596","EasyPlan","IC1408","Christoph Heitz",2006-06-01,0.1218340434,"projekt-detail_1485"
"597","Mechatronisches Ohr","IC0803","",2006-06-01,0.1053163111,"projekt-detail_1486"
"598","Think Tank Thurgau: Organisationsanalyse und Strategien der Kulturfrderung","IS1007","Bruno Seger",2006-06-01,0.1243206397,"projekt-detail_1487"
"599","Qualittsindikatoren Spitex Behandlung","TU1406","Peter Rüesch",2006-05-22,0.2228777997,"projekt-detail_1488"
"600","Andermatt Resort RPB","TU1002","Markus Kunz",2006-05-15,0.0544005522,"projekt-detail_1489"
"601","Wettbewerbssituation im Detailhandel","IC1103","Patrick Krauskopf",2014-03-01,0.1267858957,"projekt-detail_149"
"602","Bedarfsanalyse Kinderheim Paradies Mettmenstetten","IS1406","",2006-05-01,0.1784447957,"projekt-detail_1490"
"603","HardundGut - ges. k. Begleitung","IC0701","Eliane Kreuzer",2006-05-01,0.0958253107,"projekt-detail_1491"
"604","Decision Support for Planning","TU1002","Christoph Heitz",2006-05-01,0.1416308381,"projekt-detail_1492"
"605","Expertensystem DNA Microarray  Analyse 1","IC0806","Beate Sick",2006-05-01,0.1481355551,"projekt-detail_1493"
"606","GeWint - Gesundheitsregion Winterthur","TU0802","Holger Auerbach",2006-05-01,0.2142746351,"projekt-detail_1494"
"607","Fahrzeugklassifikation auf Basis von Laser-Scanner-Daten","TU1105","Albert Steiner",2006-04-26,0.3135965107,"projekt-detail_1495"
"608","Viewpoint: Frauen in technischen und wirtschaftlichen Ausbildungen. Impulse fr die Chancengleichheit. Ein Sensibilisierungsfilm mit Informationen und Material fr den Einsatz in der Ausbildung","IS0703","Sylvia Manchen Spörri",2006-04-12,0.1145371848,"projekt-detail_1496"
"609","Back-control","TD1005","Hannu Luomajoki",2006-04-01,0.202444443,"projekt-detail_1497"
"610","Evaluation und Vergleich innovativer Wohnsiedlungen in der Stadt Zrich am Beispiel &quot;Regina Kgi-Hof&quot;","TU0701","",2006-04-01,0.2940249007,"projekt-detail_1498"
"611","Palliative Care","IS0907","Marianne Müller",2006-04-01,0.1204965305,"projekt-detail_1499"
"612","Windenergiestudie im Kanton Schwyz","TU1304","Andreas Fürholz",2014-03-01,0.3037140419,"projekt-detail_150"
"613","Akutmedizinische Versorgung Behinderter","IS1106","Peter Rüesch",2006-03-01,0.161379418,"projekt-detail_1500"
"614","Seniorengerechte Kommunikation im Bereich Telekommunikation","TD1201","Catherine Badras",2006-03-31,0.2397215865,"projekt-detail_1501"
"615","Entwicklung eines rekombinanten RSV Impfstoffes","TD1302","Christiane Zaborosch",2006-03-01,0.0856409266,"projekt-detail_1502"
"616","Evalutation &quot;Telefon 143 - Die dargebotene Hand Zrich&quot;","BM0704","Stephan Müller",2006-03-01,0.0911877191,"projekt-detail_1503"
"617","FP-Peptides KTI Nr. 8103.1 LSPP-LS","FA1002","Roger Marti",2006-03-01,0.1271586317,"projekt-detail_1504"
"618","Hochschul-online-Publikationen HoP","CM1206","Ursula Hasler Roumois",2006-03-01,0.1001325726,"projekt-detail_1505"
"619","Therapie- und Erlebnisgarten RehaClinic Zurzach","MP1002","Renata Schneiter",2006-03-01,0.1884680044,"projekt-detail_1507"
"620","Lesekompetenzen auf Tertirstufe","IS1404","Carol  Suter Tufekovic",2006-02-22,0.3483553266,"projekt-detail_1508"
"621","Optimierung des Wissenstransfers im IT-Bereich","IS0703","Rosmarie Ernst",2006-02-22,0.3918748464,"projekt-detail_1509"
"622","Zecken App","TD1303","Werner Tischhauser",2014-03-01,0.0955576059,"projekt-detail_151"
"623","Sprachethnografie einer Schweizer Stadt","IS1306","Erika Werlen",2006-02-22,0.3623025181,"projekt-detail_1510"
"624","Sprachvermittlungsmglichkeiten an Fachhochschulen","IC1207","Erika Werlen",2006-02-22,0.1927033739,"projekt-detail_1511"
"625","Jugendsprache in der Deutschschweiz","IC1207","Erika Werlen",2006-02-20,0.2054894878,"projekt-detail_1512"
"626","Gemeinde Thalwil: Implementation der Kulturfrderung","IS1007","Diana Betzler",2006-02-03,0.4579582682,"projekt-detail_1513"
"627","Monitoring Psychische Gesundheit II","IS1302","Peter Rüesch",2006-02-01,0.2267841562,"projekt-detail_1514"
"628","Steildach Handbuch STH","MP1207","Barbara Burren",2006-02-01,0.0846773727,"projekt-detail_1515"
"629","Steildach Monolith STM","FP1105","Alexis Ringli",2006-02-01,0.125975791,"projekt-detail_1516"
"630","Thermodynamik","MP1209","Werner Maurer",2006-02-01,0.1687904612,"projekt-detail_1517"
"631","Das Wissen aus den Kpfen holen - Wettbewerbe und Studienauftrge  im Verkehrsbereich","IS0902","Jürg Dietiker",2006-01-24,0.1464022616,"projekt-detail_1518"
"632","Train to LA 21","IS1207","Markus Kunz",2006-02-01,0.1591835454,"projekt-detail_1519"
"633","ARCUS","TU1401","Seán Murphy",2014-02-17,0.1334962613,"projekt-detail_152"
"634","Erholungskonzept Moorlandschaft Hirzel - Entwicklung und Partizipationsprozess","FP1202","Priska Müller Wahl",2006-01-01,0.0738894197,"projekt-detail_1520"
"635","Flexicurity","IS1102","Peter Böhringer",2006-01-01,0.0942411341,"projekt-detail_1521"
"636","GISCA","TU1305","Vicente Carabias-Hütter",2006-01-01,0.1340580896,"projekt-detail_1522"
"637","Kosteneffektivitt funktionsorientierter Rehabilitation","TD1005","",2006-01-01,0.1299584625,"projekt-detail_1523"
"638","NCCR Co-Me: Robotics in Cardiovascular Surgery (Phase 2)","IC0901","Hans Wernher van de Venn",2006-01-01,0.0700381196,"projekt-detail_1524"
"639","Personenfreizgigkeit und Wohnungsmarkt","TU0701","Silvio Graf",2006-01-01,0.1404784967,"projekt-detail_1525"
"640","Security Event Management for IT-Operations","IC1306","Marc Rennhard",2006-01-01,0.0984802095,"projekt-detail_1526"
"641","Simulation of Polymer-Electrolyte Fuel Cells and Stacks","BM1007","Jürgen Schumacher",2006-01-01,0.1505582775,"projekt-detail_1527"
"642","Soziale Sicherheit Kulturschaffende Schweiz","IS1202","Hansjakob Mosimann",2006-01-01,0.1526239124,"projekt-detail_1528"
"643","Therapie- und Erlebnisgarten RehaClinic Zurzach","MP1002","Trudi Beck",2006-01-01,0.173702992,"projekt-detail_1529"
"644","Befragung zur Mitgliederkommunikation von syndicom","TU0804","Carmen Koch",2014-02-01,0.2645948493,"projekt-detail_153"
"645","Studienauftrag Areal Bahnhof Tss","ES1003","Urs Primas",2005-12-02,0.0931182309,"projekt-detail_1530"
"646","Schokolade - sprachwissenschaftlich betrachtet","IS0602","Anna-Katharina Pantli",2005-12-09,0.0664834776,"projekt-detail_1531"
"647","Entwicklungsumgebung zur Kopplung von mikro- und makroskopischen Verkehrsflussmodellen","TU0702","Albert Steiner",2005-12-01,0.3140860198,"projekt-detail_1532"
"648","IRM for Non-Financial Organizations","MP1305","Wolfgang Breymann",2005-12-01,0.0994311716,"projekt-detail_1534"
"649","MONET-Kartenspiel","IC1204","Vicente Carabias-Hütter",2005-12-01,0.0768178999,"projekt-detail_1535"
"650","REFORM","TU1002","Vicente Carabias-Hütter",2005-12-01,0.0983658775,"projekt-detail_1536"
"651","REFORM","TU1002","Vicente Carabias-Hütter",2005-12-01,0.0983658775,"projekt-detail_1537"
"652","Spital Prozessreferenzmodell","IC0604","Alfred Angerer",2014-02-01,0.118106381,"projekt-detail_154"
"653","Swiss CSR Monitor 2006","TU0804","Bettina Furrer",2005-12-01,0.148176768,"projekt-detail_1544"
"654","PR-Geschichte der Schweiz","IS1205","Peter Szyszka",2005-11-17,0.121350729,"projekt-detail_1546"
"655","Kosten- und Gesundheitseffektivitt in zukunftsorientierten Broprojekten","ES1308","Lukas Windlinger",2005-11-01,0.1081159581,"projekt-detail_1548"
"656","Play with water: Introducing ecological engineering to primary schools to increase interest and understanding of natural sciences","IS1406","Ranka Junge",2005-11-01,0.2946112559,"projekt-detail_1549"
"657","Statistik frei praktizierender Hebammen in der Schweiz 2013","IS1004","",NA,0.087492646,"projekt-detail_155"
"658","Trading Tool","IC1201","Peter Meier",2005-11-01,0.1327464818,"projekt-detail_1550"
"659","Kanton Bern: Wirtschaftliche Untersuchung der regionalen Naturpark-Projekte","IS0802","Urs Hohl",2005-10-28,0.0559394627,"projekt-detail_1551"
"660","Simulationsgesttzte automatische Anlagenkonfiguration als wettbewerbsentscheidender Faktor im internationalen Markt fr den Mhlenbau","FA0806","Marcel Burkhard",2005-10-20,0.1156163197,"projekt-detail_1552"
"661","Produktbegleitende Technische Dokumentation fr Senioren","IC1103","Catherine Badras",2005-10-19,0.1141304047,"projekt-detail_1553"
"662","Liquid-Handling auf Pipettierrobotern","TU1207","Christiane Zaborosch",2005-10-15,0.0840277609,"projekt-detail_1554"
"663","Simulation neues Kommissionierlager","FP1303","",NA,0.0990195486,"projekt-detail_1555"
"664","OTC Medikament (nicht verschreibungspflichitg)","TU0804","Jürg J. Hari",2005-10-05,0.1358051237,"projekt-detail_1556"
"665","Begleitevaluation &quot;Berufseinstiegstraining powerstation&quot;","BM0704","Sylvie Kobi",2005-10-01,0.0920606052,"projekt-detail_1557"
"666","Betriebliche Integration von Anwendungen aus dem EU-Projekt MUMMY zur Untersttzung mobiler Geschftsprozesse","ES1006","Lukas Windlinger",2005-10-01,0.1253276819,"projekt-detail_1558"
"667","Effiziente Produktion des ersten konjugierten Vakzins mit sure-labilem O-Antigen in rekombinanten nicht-pathogenen Escherichia coli und Nachweis seiner Wirksamkeit","CM0804","",2005-10-01,0.1230825585,"projekt-detail_1559"
"668","Touristischer Nachhaltigkeitscheck Feriendorf zum Strrischen Esel Korsika","IS1204","Birgit Reutz",2014-02-01,0.0732594346,"projekt-detail_156"
"669","EU-Projekt LT4el Language Technology for eLearning","IS1306","Susanne Johanna Jekat",2005-10-01,0.1677533268,"projekt-detail_1560"
"670","Genderkompetenz an Hochschulen: Entwicklung von zwei Weiterbildungsmodulen fr Dozierende und Fhrungskrfte an Hochschulen","CM1206","Nadja Ramsauer",2005-10-01,0.0750885724,"projekt-detail_1561"
"671","Health Information Clearinghouse","IS1205","Gerold Baudinot",2005-10-01,0.1454926083,"projekt-detail_1562"
"672","Large-scale implementation of an optimum technology for high-productivity processes with recombinant methylotrophic yeasts","FP1206","Karin Kovar",2005-10-01,0.129460725,"projekt-detail_1563"
"673","Schulsozialarbeitsforschung im Kanton Zrich","TU0804","Stephan Müller",2005-10-01,0.2353051901,"projekt-detail_1564"
"674","Verkehrszustandsschtzung auf Autobahnen bei limitierter Anzahl Zhlstellen","TU0702","Albert Steiner",2005-10-01,0.3479603948,"projekt-detail_1565"
"675","Entwicklung Weiterbildungsangebot EN-Bau","TU1207","Barbara Keller Foletti",2005-09-30,0.1376286461,"projekt-detail_1566"
